,,total_pred
,,mean
condition,drugName,
ADHD,Adderall,0.07121804724583337
ADHD,Adderall XR,0.04254634412090928
ADHD,Adzenys XR-ODT,0.010873781477091135
ADHD,Amantadine,0.011012809250944404
ADHD,Amphetamine,0.013910148442466174
ADHD,Amphetamine / dextroamphetamine,0.04715580504946058
ADHD,Aptensio XR,0.005842426130848547
ADHD,Armodafinil,0.028658798304937217
ADHD,Atomoxetine,0.0474059186822022
ADHD,Bupropion,0.0847196293433988
ADHD,Catapres,0.044390172487305056
ADHD,Clonidine,0.059207384319355086
ADHD,Concerta,0.05877375391672456
ADHD,Cylert,0.014606065327121366
ADHD,Daytrana,0.03157455437722911
ADHD,Desoxyn,0.13373719021597857
ADHD,Desvenlafaxine,0.006165622222808099
ADHD,Dexedrine,0.06497448653632522
ADHD,Dexmethylphenidate,0.04148432824054609
ADHD,Dextroamphetamine,0.052342224991129296
ADHD,Dextrostat,0.04527880251407623
ADHD,Dyanavel XR,0.01634443320974868
ADHD,Evekeo,0.008656687780840848
ADHD,Focalin,0.04625515329705247
ADHD,Focalin XR,0.043762864427678225
ADHD,Guanfacine,0.07077258509089435
ADHD,Intuniv,0.0794803066037003
ADHD,Kapvay,0.12979542292774685
ADHD,Lisdexamfetamine,0.045543039208032245
ADHD,Metadate CD,0.03742650102260095
ADHD,Methamphetamine,0.10351689061444659
ADHD,Methylin,0.03397549312281352
ADHD,Methylin ER,0.02841759012431227
ADHD,Methylphenidate,0.04114089328761478
ADHD,Modafinil,0.12478162691424398
ADHD,Mydayis,0.01685661869023436
ADHD,Nuvigil,0.0482000155795005
ADHD,Omega-3 polyunsaturated fatty acids,0.04089698291593982
ADHD,Pemoline,0.00876363919627282
ADHD,ProCentra,0.002188244494058753
ADHD,Quillivant XR,0.014266658814684037
ADHD,Ritalin,0.061832427528646
ADHD,Ritalin LA,0.03217061200449543
ADHD,Ritalin-SR,0.0018440267692009609
ADHD,Strattera,0.053108564093571425
ADHD,Vyvanse,0.045216233965039904
ADHD,Wellbutrin,0.31281379770527606
ADHD,Wellbutrin SR,0.026022597546539
ADHD,Wellbutrin XL,0.10267952824792555
ADHD,Zenzedi,0.006884290891829678
AIDS Related Wasting,Somatropin,2.693530321121216
Abdominal Distension,Bethanechol,19.560442686080933
Abnormal Uterine Bleeding,Alesse,0.013668803858997306
Abnormal Uterine Bleeding,Alyacen 1 / 35,0.002346420741962292
Abnormal Uterine Bleeding,Apri,0.006266028456565114
Abnormal Uterine Bleeding,Aviane,0.009830870193169606
Abnormal Uterine Bleeding,Camila,0.04048773596294783
Abnormal Uterine Bleeding,CamreseLo,0.005599104143337066
Abnormal Uterine Bleeding,Cryselle,0.012555492596200887
Abnormal Uterine Bleeding,Depo-Provera,0.02559053286773301
Abnormal Uterine Bleeding,Desogestrel / ethinyl estradiol,0.006517831348758796
Abnormal Uterine Bleeding,Errin,0.0030983741054142443
Abnormal Uterine Bleeding,Estarylla,0.007387348946104658
Abnormal Uterine Bleeding,Ethinyl estradiol / ethynodiol,0.0
Abnormal Uterine Bleeding,Ethinyl estradiol / etonogestrel,0.0
Abnormal Uterine Bleeding,Ethinyl estradiol / levonorgestrel,0.013075644007323224
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,0.013319365471522114
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,0.011725049610994997
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestrel,0.006225642417193941
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,0.0
Abnormal Uterine Bleeding,Jolessa,0.0027427033908156238
Abnormal Uterine Bleeding,Jolivette,0.028493062846471053
Abnormal Uterine Bleeding,Junel Fe 1 / 20,0.005061408707169109
Abnormal Uterine Bleeding,Levonorgestrel,0.031676482659463
Abnormal Uterine Bleeding,Levora,0.006559378088922276
Abnormal Uterine Bleeding,Lo / Ovral-28,0.015187734318740691
Abnormal Uterine Bleeding,LoSeasonique,0.019617292858985606
Abnormal Uterine Bleeding,Loestrin 21 1 / 20,0.011196068126170125
Abnormal Uterine Bleeding,Loestrin 24 Fe,0.02433766249446293
Abnormal Uterine Bleeding,Lyza,0.017381601678030222
Abnormal Uterine Bleeding,Medroxyprogesterone,0.03136453062741487
Abnormal Uterine Bleeding,Megestrol,0.034739821626428975
Abnormal Uterine Bleeding,Mestranol / norethindrone,0.0018738886009805815
Abnormal Uterine Bleeding,Microgestin Fe 1 / 20,0.009735196061257152
Abnormal Uterine Bleeding,Microgestin Fe 1.5 / 30,0.010818938558873243
Abnormal Uterine Bleeding,Mirena,0.030900659897651846
Abnormal Uterine Bleeding,Mononessa,0.008064907597810854
Abnormal Uterine Bleeding,Necon 1 / 35,0.001117219716677607
Abnormal Uterine Bleeding,Necon 1 / 50,0.0
Abnormal Uterine Bleeding,Nora-Be,0.034101119283732745
Abnormal Uterine Bleeding,Norethindrone,0.017919952529921394
Abnormal Uterine Bleeding,Orsythia,0.00963147526892676
Abnormal Uterine Bleeding,Ortho Micronor,0.12671623838708757
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,0.05354357833691433
Abnormal Uterine Bleeding,Portia,0.0033589756368656307
Abnormal Uterine Bleeding,Premarin,0.021904191137828592
Abnormal Uterine Bleeding,Previfem,0.0004366451610865634
Abnormal Uterine Bleeding,Provera,0.061258992057720556
